Name,Stand,Address,Website,Facebook,Instagram,Youtube,LinkedIn,Twitter,Description
Neumann Kaffee Gruppe GmbH,Hall: Za'abeel Hall 3 Stand: Z3-E3,"Am Sandotpark 4 - Coffee Plaza ,Hamburg ,Germany ",,,,,,,
New Bharat Grains Pvt Ltd,Hall: Za'abeel Hall 5 Stand: Z5-F11,"Vill. Dhir, Amritsar-Batala Byepass Road ,Batala ,Punjab ,India ",,,,,,,
New Bharat Impex,Hall: Za'abeel Hall 5 Stand: Z5-F11,"1114, 11TH Floor,Â  R.G Trade Tower ,Netaji Subhash Place ,New Delhi ,Delhi ,India ",http://www.tajmahalrice.com,,,,,,
New English Teas - GB,Hall: Shk Saeed Hall 1 Stand: S1-D45,"15 Spitfire Close ,Coventry Business Park ,Coventry ,CV5 6UR ,United Kingdom ",http://www.newenglishteas.com,,,,,,
Neon San. Ve Gida A.S.,Hall: Za'abeel Hall 1 Stand: Z1-B44,"Antakya Org. San. Bolg. ,4No.lu Yol, No: 24, ,Senbuk ,Antakya - Hatay ,Turkey ,Turkey ",https://www.shazel.com.tr,https://www.facebook.com/shazelkahve,https://www.instagram.com/shazelkahve/,,https://www.linkedin.com/company/shazel-kahve/,,"Neon Sanayi ve Gida A.S. continue business activities since 2016 in Hatay Turkey. We have serious network for export business all around the world. Main Products are Instant Turkish coffees & coffee varities in the world famous. Popular item is Special Series of Turkish Coffee (Mint Flavour, Orange Flavour, Chocolate Flavour, Cherry Flavour, Pomenagranate flavour etc.) Other group of products are instant meal (Humus, Falafel, Instant Pasta, Mac&cheese etc) (exportneon@neonas.com.tr) Sister company is Galez Gida A.S. which has frozen Katmer & Kibbeh. Quality & taste is just like fresh. Company center is in Gaziantep Turkey. (export@galez.com.tr)"
Rooney Fish - GB,Hall: Shk Saeed Hall 1 Stand: S1-C38,"The Harbour ,Kilkeel, Co. Down ,Kilkeel ,BT34 4AX ,United Kingdom ",http://www.rooneyfish.com,,,,,,
Negin Naderi Ind. Group,Hall: Shk Rashid Hall Stand: R-S21,"Lahijan - Industrial City ,PO Box 441451364 ,Iran, Islamic Republic of ",http://www.naderico.com,,,,,,"the scope of the activity of Naderi Cookie manufacturing company first started with a shop by the family in 1950, then it was developed to a cookie workshop. It wasn't long before that the good flavor and taste of the cookie made it become as a companion for friendly company and parties of families. after the workshop was equipped in 1956, Naderian Fard manufacturing company was registered with the trade name ""Naderi"" and trade mark ""Deer's Picture the passing of time, development of science and technology, and increase of demand for the products made us arrange my duly for increasing our production potentiality, quantity and quality, variety of products, and big investment on buying the most up-to-date machineries and laboratory equipment . therefore , as the company has been awarded international valid certification ISO9001-2015 , ISO22000 , HACCP, it has been elected as a prime exporter for several consecutive years."
Roosiku OU,Hall: Trade Centre Arena Stand: S-G37,"Lepistu kool, Roosiku kÃ¼la ,n/a ,Roosiku ,n/a ,n/a ,Estonia ",http://www.roosiku.com/,,,,,,
Roots of Peace,Hall: Shk Saeed Hall Stand: S-H34  S-J33,"4000 Civic Center Drive ,Suite 330, San Rafael ,United States ",,,,,,,
Rosena DK OU,Hall: Trade Centre Arena Stand: S-G33,"Paavli 5A ,Tallinn ,Estonia ",https://rosena.ee/,,,,,,
Roshen Confectionery Corporation - UA,Hall: Shk Saeed Hall 2 Stand: S2-315,"Build.1, 1 Nauki avenue, Kyiv ,Kyiv ,Ukraine ",https://www.roshen.com,,,,,,
Rox Company GmbH,Hall: Shk Saeed Hall 2 Stand: S2-F33,"Eduard-Bodem-Gasse 1 ,Innsbruck ,6020 ,Austria ",http://www.roxenergy.com,,,,,,
Rossen Market Development Co.,Hall: Shk Rashid Hall Stand: R-S49,"6th Alley, Imam Khomeini Sq., ,Caspian Industrial Estate, ,Tehran- Qazvin Highway ,Qazvin ,Iran, Islamic Republic of ",http://www.rossenfood.com,,,,,,
ROYAL FAMILY FOOD CO. LTD.,Hall: Shk Rashid Hall Stand: R-270,"No.3 Zih-Ciang 3 rd Rd. ,Nantou ,Taiwan ",http://www.royal-family.com.tw,,,,,,
Royal Dates Factory LLC,Hall: Hall 6 Stand: 646,"No. 3, Ajman Industrial 2 ,Ajman ,2288 ,United Arab Emirates ",http://www.royalpalm-dates.com/,,,,,,
New Country Healthcare LLC - AE,Hall: Hall 8 Stand: C8-39,"NEW COUNTRY HEALTHCARE ,Plot IC1, WHR 30-31, Al Warsan 1, International City ,DUBAI ,UNITED ARAB EMIRATES ,23412 ,United Arab Emirates ",https://www.nchme.com,https://www.facebook.com/newcountryhealthcare/,https://instagram.com/nch.me?utm_medium=copy_link,,https://www.linkedin.com/company/new-country-healthcare,,"New Country Healthcare (NCH) is a pioneer healthcare organization and leading distribution company in the UAE representing over 50 international brands from all over the world. NCH was founded in 1978 as Country Pharmacy and evolved to New Country Healthcare in 1990 to broaden its horizon into various divisions. Today, NCH imports and distributes trusted international brands in pharmaceuticals, nutraceuticals, health and functional foods, sports nutrition, cosmeceuticals, and personal care products. Our portfolio includes more than 1500 premium products manufactured in the United States, Canada, Europe, Asia Pacific and Middle East. We proudly adhere to our mission of providing the local and GCC markets with high quality and innovative healthcare products through reliable and efficient service. NCH has been awarded the Best Middle East Distributor by our international partners in recognition of our teamwork and effort, and locally by multiple Governmental Authorities, including Dubai Municipality. Ultimately, our goal is to not only showcase our range to UAE’s diverse market but add value to our suppliers and over 2300 clients with long-standing relationships. NCH constantly strives to bring the best quality and most innovative brands and products to the UAE and was therefore awarded The Innovation Award from Gulfood in 2020 for their two brands Good To Go Bars and Palmini Pasta. Our brands are the heart of the company and we take care of every minute detail to help them flourish in the market. We believe that knowledge is power and we aim to build brands that resonate with people, making the world a better place. With campaigns, nutrition workshops, seminars and conferences, the continuous work of our dedicated team to impart knowledge to consumers and healthcare professionals is known to be a driving force in UAE’s FMCG industry."
Roy International,Hall: Za'abeel Hall 5 Stand: Z5-G20,"Moviya Road ,Gondal ,Indai ,360311 ,India ",https://www.royspices.com,,,,,,Roy international has been in the business of spices since 1999 we are one of the most reputed group of India we huge have manufacturing plant which is situated more than 3lac square feet Land
Royal Food Industries - AE,Hall: Hall 6 Stand: B6-40,United Arab Emirates ,,,,,,,
Royal Nuts,Hall: The Pavilion Stand: T-G10,"Jamila -Industrial zone  Q.514 St.24 B.no.23 ,Old Shorjah market-altawarat ,Baghdad ,Iraq ",https://royalnuts.net,,,,,,
Royal Purple Roastry LLC - AE,Hall: Za'abeel Hall 3 Stand: Z3-D12,"P.O. Box 937518 ,Feed Factory warwehouse no.22, DIP1 ,Dubai ,United Arab Emirates ",,,,,,,
Ruecker GmbH,Hall: Shk Saeed Hall 3 Stand: S3-A18,"Industrial Area ,Doha ,Germany ",,,,,,,
ROYAL OF JAPAN LTD.,Hall: Trade Centre Arena Stand: S-J9,"humax ebisu  building 5F,1-1-1,Ebisu minami ,Shibuya-ku ,Tokyo ,Japan ",http://www.royalofjapan.co.jp/japanesefoods/,,,,,,
Royal Import & Export,Hall: Trade Centre Arena Stand: S-B42,"ROYAL IMPORT & EXPORT, ,E-23, INDUSTRIAL AREA, ,PHASE 7, ,MOHALI ,PUNJAB ,160055 ,India ",https://www.royalimports.in,,,,,,"Royal Import & Export is a State of the art manufacturing facility for bakery products like biscuits, cookies etc set up in the year 2014. RIE recently set up a new facility featuring imported machinery to manufacture Wafer Rolls, offered under the brand name Danima, La British & many private labels for world renowned companies, these are prepared under standardized hygienic manufacturing process with use of good quality ingredients and skilled staff. Royal Import & Export sells these products to local market and also export them to almost 40 countries worldwide. Today, RIE is not only a trusted private label manufacturer to world-renowned brands but it also specializes in tailor-made products that sync with global trends. RIE group adheres to international standards and is BRC, FSSC 22000, ISO certified company. At present we are exporting our products to U.S.A., Canada, Netherlands, Bulgaria, Russia, Taiwan, Vietnam, S. Korea, Thailand, S. Africa, Palestine, Israel, Suriname, Guyana, Saudi Arab, U.A.E., Qatar , Bahrain, Australia, France, Denmark and more than 52 countries in our brand DANIMA & LA British , also we do private labeling for renowned international chains. Our Strength: 1.We have our own packaging & manufacturing unit of Tins & Corrugated box. 2. This helps us to offer good and competitive rates for our clients. 3. Our production capacity is 1*40 Container per day. 4.We have our in-house design studio for customization and to full fill specific needs. 5.We deliver goods in shortest lead time due to our own packaging industries."
Rupp AG,Hall: Hall 1 Stand: D1-48,"Kruezastrasse 8 ,Hoerbranz ,Austria ",http://www.schreiberrupp.at,,,,,,
S. S. Food Industries,Hall: Trade Centre Arena Stand: S-B27,"217, A-1, Village Hiran, Opp. Mc. Donald's ,Chandigarh Road ,Ludhiana ,Punjab ,India ",http://www.bonn.in,,,,,,
Ruby Gida Kimya Sanayi ve Ticaret Ltd. Sti.,Hall: Za'abeel Hall 2 Stand: Z2-C3,"Gaziantep Free Zone, Aktoprak Serbest Bolge Makh. ,36 Sok. No: 6/B1 Sehitkamil â€“ Gaziantep ,Gaziantep ,Turkey ",http://www.rubygida.com.tr,,,,,,
S Amden Group (SAC),Hall: Za'abeel Hall 6 Stand: Z6-C40,"Hassan Ali Effendi Building Hassan Ali Lane,No.268, M.A Jinnah Road.Karachi, ,Pakistan ",,,,,,,
RUF Lebensmittelwerk KG,Hall: Shk Saeed Hall 2 Stand: S2-G16,"Oldenburger Str. 1 ,QuakenbrÃ¼ck ,Germany ",https://www.ruf.eu,,,,,,
S.M. Tryfon Ltd,Hall: Shk Saeed Hall 1 Stand: S1-H4,"Tryfon Building ,5th Floor ,Eleftheria Square ,Nicosia ,1011 ,Cyprus ",http://www.tryfon.com,,,,,,
RXM Food,Hall: Hall 3 Stand: C3-36,"Avenida Cauaxi, 293 - sala 1116 - Alphaville ,Sao Paulo ,Sao Paulo ,Brazil ",http://www.rxm.com.br,,,,,,
S.Trek Logistics Ltd,Hall: Trade Centre Arena Stand: S-L50,"Profs Carmelo Coleiro Str , ,Handaq Industrial Estate ,Handaq Qormi ,Qormi ,Malta ",https://www.strek-wholesale.com,,,,,,
PSDC Group Pavilion Office,Hall: Shk Rashid Hall Stand: R-S45,"P.O. Box 111554945 ,no. 9 Unit 5 Niknam St. North Shams Tabrizi St. Mirdamad Blvd. ,Iran, Islamic Republic of ",http://www.psdcgroup.com,,,,,,"PSDC is a private management consulting group of companies with high international experience to support the Food & Beverage, Ingredients, and Pro-Pack Manufacturing companies to grow and expand professionally their business network in the Worldwide markets through their participation in the most reputable international Food & Hospitality Events. Trade Development of our clients is our mission, and we continuously advise our best comments to be sure that they will get the best result from their marketing process. Professionalism, Honesty, Mutual Trust, Reliability, and belief in the power of global cooperation are the basis of good mutual collaboration with our worldwide business partners. We intend to strengthen our position as a sound and independent business from now on through a continuous improvement of our performance in responsibly doing business. For more details, please visit our website: www.psdcgroup.com."
S.P. S.p.A.,Hall: Za'abeel Hall 1 Stand: Z4-G21,"Strada Statale, 31 snc ,STROPPIANA ,VERCELLI ,13010 ,Italy ",http://www.spspa.it,,,,,,"SP SPA is a rice mill company founded in 2000 in the north-west of Italy. The work carried out for generations in this agri-food sector has allowed us to gain a unique and precious experience. An ""ancient knowledge"" that combined with a forward-looking entrepreneurial mentality has transformed SP in today's reality."
PSL Cashew,Hall: Al Mustaqbal Plaza Stand: HP2-220,"Charmvit Tower ,16 floor, 117 Tran Duy Hung ,Viet Nam ",https://pslcashew.com,,,,,,"Founded in 2017, PSL has soon become a major player in the cashew sector in Vietnam and the world. Being an important part of Pompous Group, the company can enjoy several resources, such as a stable cash flow, modern infrastructure and an in-depth understanding about social, political climate of the country in which it places facilities. This paves its way to an easy market dominance. At the moment, PSL is proud to be the only company in Vietnam with the ability to source from Africa. It is because we own representative offices and warehouses on this continent, in Tanzania, Nigeria, and Ivory Coast for specific. Aside from experts sent from the headquarters, almost all of the employees there are the locals, who comprehend their homeland, helping us access regions where cashews are grown in the best conditions. Moreover, instead of trading via brokers, we buy raw cashews directly from farmers, which allows us to not only better control the input but also offer the farmers the best price. The best success that PSL has achieved since establishment is probably the development of a fully vertical integrated supply chain. The whole process, from sourcing, storage, transporting to manufacturing and distributing is closely managed by our collaborators. This is the firm ground for us to pursue the target of full traceability for each and every product by 2025. At the same time, the company puts emphasis on ESG investing. Apart from the supply from Africa, PSL operates an Organic farm in Cambodia. Although it can run with full capacity to fulfill bookings, our factories in Binh Phuoc always follow strict standards to minimize their effects on the environment."
PT AK Goldenesia - ID,Hall: Za'abeel Hall 1 Stand: Z1-G50,"Wisma Permai Barat 2 ,Block NN-19 ,Surabaya ,60115 ,Indonesia ",https://www.ak.goldenesia.com,https://www.facebook.com/goldenesia,https://www.instagram.com/akgoldenesia/,,https://www.linkedin.com/authwall?trk=gf&trkInfo=AQHFkBVfIhJG9gAAAX0hpk6YVIxJ02ysbDt1Z1D8appqcmQS3pVxCESQJRNRhZaEo2i2ucVuTHGxUXAeT1S_yMlk6nBSSrYSN6fnlVZNZ8cfb32rT66l6HJyz_B4r19RpQ_gckM=&originalReferer=https://www.ak.goldenesia.com/&sessionRedirect=https%3A%2F%2Fwww.linkedin.com%2Fcompany%2Fpt-ak-goldenesia,,"THE COMPANY Founded in 2008, PT.AK Goldenesia is a subsidiary of AK Group of Companies in India, which mainly focuses on production and distribution of Palm Oil packed products – essential ingredients in bakeries, confectionaries, biscuit industries, diary producers etc. Our marketing and distribution expertise is a legacy carried forward from the umbrella AK Group and enables us to adapt effortlessly and prosper in the ever changing dynamics of the market. We combine technical excellence with a never ending zeal to deliver the best for our customers and sustain mutually beneficial relationships. Having established a significant presence in Middle East, Latin America, Africa and South East Asian markets, we are well poised to expand our footprints globally."
